date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:32:42	53687/53687	---M-Z	200	added ('OK')	text/html	etag:%2221c6270-d1b7-5edf740b71a80-gzip%22	http://admin.pixelstrap.com/xolo/theme/list.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/list.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:42	51389/51389	---M-Z	200	added ('OK')	text/html	etag:%2221c62d2-c8bd-5edf7602fbe80-gzip%22	http://admin.pixelstrap.com/xolo/theme/scrollable.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/scrollable.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:42	50723/50723	---M-Z	200	added ('OK')	text/html	etag:%2221c6324-c623-5edf7698b5fc0-gzip%22	http://admin.pixelstrap.com/xolo/theme/tree.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/tree.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:43	66078/66078	---M-Z	200	added ('OK')	text/html	etag:%2221c1964-1021e-5ee9519be6840-gzip%22	http://admin.pixelstrap.com/xolo/theme/bootstrap-notify.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/bootstrap-notify.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:43	47016/47016	---M-Z	200	added ('OK')	text/html	etag:%2221c62c4-b7a8-5edf770291980-gzip%22	http://admin.pixelstrap.com/xolo/theme/rating.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/rating.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:43	41559/41559	---M-Z	200	added ('OK')	text/html	etag:%2221c1b6b-a257-5edf772d7bec0-gzip%22	http://admin.pixelstrap.com/xolo/theme/dropzone.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/dropzone.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:43	53837/53837	---M-Z	200	added ('OK')	text/html	etag:%2221c62ce-d24d-5ee953a683940-gzip%22	http://admin.pixelstrap.com/xolo/theme/tour.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/tour.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:44	42369/42369	---M-Z	200	added ('OK')	text/html	etag:%2221c62f6-a581-5edf7776eac00-gzip%22	http://admin.pixelstrap.com/xolo/theme/sweet-alert2.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/sweet-alert2.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:44	51078/51078	---M-Z	200	added ('OK')	text/html	etag:%2221c629b-c786-5eec1a7fc9380-gzip%22	http://admin.pixelstrap.com/xolo/theme/modal-animated.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/modal-animated.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:44	59300/59300	---M-Z	200	added ('OK')	text/html	etag:%2221c62b0-e7a4-5edf77dede140-gzip%22	http://admin.pixelstrap.com/xolo/theme/owl-carousel.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/owl-carousel.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:45	61640/61640	---M-Z	200	added ('OK')	text/html	etag:%2221c62c7-f0c8-5edf78162e3c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/ribbons.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/ribbons.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:45	50672/50672	---M-Z	200	added ('OK')	text/html	etag:%2221c62b2-c5f0-5edf7844e9200-gzip%22	http://admin.pixelstrap.com/xolo/theme/pagination.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/pagination.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:45	56507/56507	---M-Z	200	added ('OK')	text/html	etag:%2221c62f1-dcbb-5ee97993df480-gzip%22	http://admin.pixelstrap.com/xolo/theme/steps.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/steps.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:45	43954/43954	---M-Z	200	added ('OK')	text/html	etag:%2221c1988-abb2-5ee97ee0f3640-gzip%22	http://admin.pixelstrap.com/xolo/theme/breadcrumb.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/breadcrumb.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:46	42391/42391	---M-Z	200	added ('OK')	text/html	etag:%2221c62c3-a597-5edf78a447300-gzip%22	http://admin.pixelstrap.com/xolo/theme/range-slider.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/range-slider.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:46	69907/69907	---M-Z	200	added ('OK')	text/html	etag:%2221c249a-11113-5eebfbaff21c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/image-cropper.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/image-cropper.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:47	39808/39808	---M-Z	200	added ('OK')	text/html	etag:%2221c62f2-9b80-5eec3ee252b40-gzip%22	http://admin.pixelstrap.com/xolo/theme/sticky.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/sticky.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:47	52072/52072	---M-Z	200	added ('OK')	text/html	etag:%2221c18af-cb68-5ec02b312d980-gzip%22	http://admin.pixelstrap.com/xolo/theme/basic-card.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/basic-card.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:47	48490/48490	---M-Z	200	added ('OK')	text/html	etag:%2221c1ad8-bd6a-5eafb2f4fc0c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/creative-card.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/creative-card.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:47	69714/69714	---M-Z	200	added ('OK')	text/html	etag:%2221c62c0-11052-5ee9872062bc0-gzip%22	http://admin.pixelstrap.com/xolo/theme/tabbed-card.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/tabbed-card.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:48	43949/43949	---M-Z	200	added ('OK')	text/html	etag:%2221c1b63-abad-5eec3ee252b40-gzip%22	http://admin.pixelstrap.com/xolo/theme/dragable-card.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/dragable-card.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:48	43401/43401	---M-Z	200	added ('OK')	text/html	etag:%2221c6326-a989-5edf7a20cb4c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/timeline-v-1.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/timeline-v-1.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:48	40442/40442	---M-Z	200	added ('OK')	text/html	etag:%2221c6336-9dfa-5edf7a4043f00-gzip%22	http://admin.pixelstrap.com/xolo/theme/timeline-v-2.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/timeline-v-2.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:48	56338/56338	---M-Z	200	added ('OK')	text/html	etag:%2221c629e-dc12-5edf7a71db400-gzip%22	http://admin.pixelstrap.com/xolo/theme/timeline-small.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/timeline-small.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:49	41532/41532	---M-Z	200	added ('OK')	text/html	etag:%2221c197e-a23c-5ec10c5a351c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/box-layout.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/box-layout.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:49	42454/42454	---M-Z	200	added ('OK')	text/html	etag:%2221c626a-a5d6-5edf7adf876c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/layout-rtl.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/layout-rtl.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:49	41188/41188	---M-Z	200	added ('OK')	text/html	etag:%2221c6264-a0e4-5edf7b9e438c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/layout-light.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/layout-light.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:49	41274/41274	---M-Z	200	added ('OK')	text/html	etag:%2221c6252-a13a-5edf7bc651740-gzip%22	http://admin.pixelstrap.com/xolo/theme/layout-dark.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/layout-dark.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:50	51411/51411	---M-Z	200	added ('OK')	text/html	etag:%2221c223a-c8d3-5edf7bf8dce80-gzip%22	http://admin.pixelstrap.com/xolo/theme/hide-on-scroll.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/hide-on-scroll.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:50	40153/40153	---M-Z	200	added ('OK')	text/html	etag:%2221c1bb4-9cd9-5edf7c0dd8000-gzip%22	http://admin.pixelstrap.com/xolo/theme/footer-light.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/footer-light.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:50	40159/40159	---M-Z	200	added ('OK')	text/html	etag:%2221c1ba9-9cdf-5edf7c2797cc0-gzip%22	http://admin.pixelstrap.com/xolo/theme/footer-dark.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/footer-dark.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:51	40162/40162	---M-Z	200	added ('OK')	text/html	etag:%2221c1bab-9ce2-5ee1f35596080-gzip%22	http://admin.pixelstrap.com/xolo/theme/footer-fixed.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/footer-fixed.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:51	40970/40970	---M-Z	200	added ('OK')	text/html	etag:%2221c1bc2-a00a-5edf7c6e2a340-gzip%22	http://admin.pixelstrap.com/xolo/theme/form-builder-1.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/form-builder-1.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:51	55218/55218	---M-Z	200	added ('OK')	text/html	etag:%2221c1bc5-d7b2-5eec3ee252b40-gzip%22	http://admin.pixelstrap.com/xolo/theme/form-builder-2.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/form-builder-2.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:52	44099/44099	---M-Z	200	added ('OK')	text/html	etag:%2221c62b1-ac43-5edf7ca66e800-gzip%22	http://admin.pixelstrap.com/xolo/theme/pagebuild.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/pagebuild.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:53	246251/246251	---M-Z	200	added ('OK')	text/html	etag:%2221c199b-3c1eb-5ee992c77a9c0-gzip%22	http://admin.pixelstrap.com/xolo/theme/button-builder.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/button-builder.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:53	51661/51661	---M-Z	200	added ('OK')	text/html	etag:%2221c1893-c9cd-5edf7cf2b9c00-gzip%22	http://admin.pixelstrap.com/xolo/theme/animate.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/animate.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:53	60219/60219	---M-Z	200	added ('OK')	text/html	etag:%2221c6280-eb3b-5edf7d6ae3780-gzip%22	http://admin.pixelstrap.com/xolo/theme/scroll-reval.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/scroll-reval.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:54	62714/62714	---M-Z	200	added ('OK')	text/html	etag:%2221c1894-f4fa-5edf7d82bafc0-gzip%22	http://admin.pixelstrap.com/xolo/theme/AOS.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/AOS.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:54	46648/46648	---M-Z	200	added ('OK')	text/html	etag:%2221c62dc-b638-5ee99c66d1d80-gzip%22	http://admin.pixelstrap.com/xolo/theme/tilt.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/tilt.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
10:32:54	63719/63719	---M-Z	200	added ('OK')	text/html	etag:%2221c6355-f8e7-5edf7db35e280-gzip%22	http://admin.pixelstrap.com/xolo/theme/wow.html	D:/LUU%20C%202021/test%20chung%20khoan/admin.pixelstrap.com/xolo/theme/wow.html	(from http://admin.pixelstrap.com/xolo/theme/index.html)
